Temp,DO,PH,BOD,Tot_col,WQI
27.5,5.3,7.8,2.8,23.0,84.58750636740312
28.3,4.3,7.8,103.8,1817.0,1815.7680502324579
28.4,4.5,8.3,1.5,5.0,77.5716989228633
27.0,6.7,7.3,1.8965,2.0,48.213108831730956
27.6,6.8,8.2,2.5,64.0,67.63741318731776
27.0,5.0,8.0,0.7,468.0,54.84516000000001
27.0,3.0,7.7,0.4,468.0,67.6587947077675
27.0,6.7,8.1,7.2,41.0,148.09584716506427
29.0,8.2,8.4,2.9,468.0,58.74726313939202
27.0,6.7,7.3,1.8965,468.0,48.502028831730954
30.0,5.6,7.5,2.0,13410.0,71.3761523099851
30.4,5.5,6.7,0.8,2915.0,43.16478350152407
30.8,5.5,7.1,1.5,6264.0,54.59396173999151
30.3,5.3,7.3,1.5,3080.0,57.79751006708816
30.1,6.0,7.6,1.2,6086.0,49.27748284514014
29.9,5.7,6.9,1.0,3061.0,41.920875380141275
29.1,6.4,7.1,1.1,7908.0,38.58526204421713
29.9,6.2,7.8,2.0,9320.0,64.92392350881362
29.8,6.1,7.6,1.8,9554.0,60.60322569258929
27.9,7.0,6.9,1.1,2841.0,29.742668340850088
28.2,6.6,6.5,1.0,7190.0,39.763012034223316
29.6,7.0,6.8,2.0,23867.0,57.07886639601641
28.8,7.0,7.0,1.2,2813.0,29.09551026174192
29.5,6.3,7.6,1.5,7069.0,51.72697323938287
29.8,6.7,6.8,1.2,3559.0,34.35012637339558
29.7,7.1,6.6,1.0,3527.0,28.466009047363563
28.7,6.7,6.6,1.3,3757.0,39.85318114439375
27.9,7.2,6.7,0.9,1996.0,25.96125984160176
29.3,4.2,6.7,2.0,9286.0,83.7717153702068
28.6,6.3,6.6,1.6,6054.0,51.17981926729131
29.8,5.6,7.7,1.7,3644.0,62.70608068080629
28.6,2.8,6.4,3.2,21036.0,131.11707918868652
30.6,5.2,7.1,2.6,1525.0,74.39331800764373
30.3,5.6,7.7,1.5,7130.0,61.242753467509665
30.4,5.5,7.7,1.5,12282.0,65.68932350152407
29.6,6.9,6.7,0.9,1132.0,26.70540007621558
29.6,6.3,7.6,1.7,3612.0,52.895735490743995
29.5,7.1,6.6,1.1,8167.0,33.34067266874671
26.7,6.9,7.7,3.3,163.0,75.16410346371407
29.3,7.2,8.2,3.3,94.0,74.4548593985979
28.0,6.9,7.7,3.7,103.0,80.50973856507494
28.2,6.9,7.6,3.5,79.0,75.65691929064018
26.5,6.4,7.4,4.3,753.0,94.39207754320817
20.7,6.3,8.3,2.7,157.0,81.99137996931833
27.2,6.7,7.8,3.6,89.0,83.06976120961384
27.5,6.3,7.6,4.4,98.0,98.41104981430243
26.0,5.9,7.6,5.0,300.0,113.90648755108353
26.5,7.3,7.7,3.2,93.0,69.43025548765154
27.0,3.6,7.4,30.5,745.0,569.9714109621038
27.3,6.3,8.3,3.3,112.0,88.26109815152647
28.7,7.2,7.7,3.3,89.0,69.32424893196053
28.4,7.1,7.5,3.4,63.0,70.18807785730752
28.7,7.1,7.4,38.0,667.0,657.7353633744472
28.7,7.2,7.6,3.2,51.0,66.39768893196053
28.7,7.0,7.6,3.3,63.0,70.46363781693381
28.7,7.2,7.6,3.4,64.0,69.80908226529385
28.7,7.1,7.8,3.2,88.0,70.0017167077805
29.3,6.8,7.7,3.6,124.0,78.445323750368
28.3,6.8,7.4,3.7,124.0,77.72028225939367
28.7,6.8,7.6,3.3,118.0,72.85458003524043
29.2,6.7,7.8,4.4,138.0,94.60295411040867
28.7,6.8,7.7,3.9,120.0,84.26715336857376
27.2,6.8,8.1,3.8,85.0,88.98719775135585
27.2,6.8,8.0,3.5,98.0,82.68892441802254
27.2,7.0,8.0,3.6,83.0,82.2064575015065
28.0,6.9,7.9,3.5,96.0,79.50473189840828
26.2,7.0,7.6,3.5,63.0,76.78043389426011
26.2,7.2,7.5,3.3,88.0,70.1257712836861
28.2,7.2,7.7,3.3,68.0,70.00782654705705
24.5,6.9,7.5,2.8,82.0,66.30733663406457
24.5,6.7,7.7,3.3,90.0,79.12085839188234
24.5,7.3,7.7,2.9,88.0,66.62026645176239
24.0,6.4,7.3,1.7,788.0,50.68770465373213
24.9,6.0,7.1,1.7,538.0,51.41697340077459
24.3,6.3,7.1,1.3,593.0,42.106481478891496
24.8,6.5,7.3,1.6,545.0,47.35559488093287
26.4,6.7,6.6,1.2,435.0,38.3882426135025
