Temp,DO,PH,BOD,Tot_col,BOD_log,Tot_col_log
28.7,7.1,7.4,38.0,667.0,3.6635616461296463,6.504288173536645
28.7,7.2,7.6,3.2,51.0,1.4350845252893227,3.9512437185814275
28.7,7.0,7.6,3.3,63.0,1.4586150226995167,4.1588830833596715
28.7,7.2,7.6,3.4,64.0,1.4816045409242156,4.174387269895637
28.7,7.1,7.8,3.2,88.0,1.4350845252893227,4.48863636973214
29.3,6.8,7.7,3.6,124.0,1.5260563034950492,4.8283137373023015
28.3,6.8,7.4,3.7,124.0,1.547562508716013,4.8283137373023015
28.7,6.8,7.6,3.3,118.0,1.4586150226995167,4.77912349311153
29.2,6.7,7.8,4.4,138.0,1.6863989535702288,4.9344739331306915
28.7,6.8,7.7,3.9,120.0,1.589235205116581,4.795790545596741
27.2,6.8,8.1,3.8,85.0,1.5686159179138452,4.454347296253507
27.2,6.8,8.0,3.5,98.0,1.5040773967762742,4.59511985013459
27.2,7.0,8.0,3.6,83.0,1.5260563034950492,4.430816798843313
28.0,6.9,7.9,3.5,96.0,1.5040773967762742,4.574710978503383
26.2,7.0,7.6,3.5,63.0,1.5040773967762742,4.1588830833596715
26.2,7.2,7.5,3.3,88.0,1.4586150226995167,4.48863636973214
28.2,7.2,7.7,3.3,68.0,1.4586150226995167,4.23410650459726
24.5,6.9,7.5,2.8,82.0,1.33500106673234,4.418840607796598
24.5,6.7,7.7,3.3,90.0,1.4586150226995167,4.51085950651685
24.5,7.3,7.7,2.9,88.0,1.3609765531356006,4.48863636973214
24.0,6.4,7.3,1.7,788.0,0.9932517730102833,6.670766320845874
24.9,6.0,7.1,1.7,538.0,0.9932517730102833,6.289715570908998
24.3,6.3,7.1,1.3,593.0,0.832909122935104,6.386879319362645
24.8,6.5,7.3,1.6,545.0,0.9555114450274363,6.302618975744905
26.4,6.7,6.6,1.2,435.0,0.7884573603642702,6.077642243349034
27.0,7.0,6.6,1.5,435.0,0.9162907318741551,6.077642243349034
26.6,6.7,7.3,0.8,1567.0,0.5877866649021191,7.357556200910353
28.6,6.9,7.7,0.7,443.0,0.5306282510621704,6.095824562432225
28.8,6.7,7.9,0.9,426.0,0.6418538861723948,6.056784013228625
28.0,5.6,6.9,1.2,990.0,0.7884573603642702,6.898714534329988
27.4,7.3,7.4,0.8,4208.0,0.5877866649021191,8.344980368770571
27.5,6.9,7.4,0.8,2557.0,0.5877866649021191,7.846980982138788
26.8,7.1,7.4,0.6,2831.0,0.4700036292457356,7.94873845481361
30.0,7.2,6.9,1.3,150.0,0.832909122935104,5.017279836814924
28.8,3.4,6.7,2.3,1236.0,1.1939224684724346,7.1204443723924875
27.4,6.1,7.2,0.9,2975.0,0.6418538861723948,7.998335395952982
24.8,6.4,7.2,1.9,618.0,1.0647107369924282,6.428105272684596
23.6,6.2,7.2,2.0,483.0,1.0986122886681098,6.182084906716632
